STATE/UT,DISTRICT,THEFT,HURT/GREVIOUS HURT,OTHER THEFT,AUTO THEFT,BURGLARY
Haryana,YAMUNANAGAR,399,141,62,337,203
Himachal Pradesh,BADDIPOLICEDIST,42,174,18,24,30
Himachal Pradesh,BILASPUR,49,60,35,14,69
Himachal Pradesh,CHAMBA,46,59,34,12,66
Himachal Pradesh,CID,0,0,0,0,0
Himachal Pradesh,G.R.P.,5,0,5,0,0
Himachal Pradesh,HAMIRPUR,45,163,22,23,66
Himachal Pradesh,KANGRA,112,152,75,37,139
Himachal Pradesh,KINNAUR,11,8,9,2,26
Himachal Pradesh,KULLU,51,46,35,16,73
Himachal Pradesh,LAHAUL-SPITI,3,0,3,0,0
Himachal Pradesh,MANDI,89,105,76,13,119
Himachal Pradesh,SHIMLA,157,48,109,48,161
Himachal Pradesh,SIRMAUR,58,41,29,29,34
Himachal Pradesh,SOLAN,79,238,41,38,97
Himachal Pradesh,UNA,71,63,46,25,52
JAMMU & KASHMIR,ANANTNAG,1430,262,1094,336,1544
JAMMU & KASHMIR,AWANTIPORA,374,10,318,56,293
JAMMU & KASHMIR,BANDIPORA,280,5,261,19,169
JAMMU & KASHMIR,BARAMULLA,1808,143,1571,237,1514
JAMMU & KASHMIR,BORDER,110,63,92,18,94
JAMMU & KASHMIR,BORDER DISTRICT,94,24,75,19,39
JAMMU & KASHMIR,BUDGAM,2078,32,1850,228,958
JAMMU & KASHMIR,CRIME JAMMU,2,0,2,0,0
JAMMU & KASHMIR,CRIME KASHMIR,0,0,0,0,0
JAMMU & KASHMIR,CRIME SRINAGAR,2,0,2,0,0
JAMMU & KASHMIR,DODA,449,234,433,16,473
JAMMU & KASHMIR,GANDERBAL,575,41,498,77,420
JAMMU & KASHMIR,HANDWARA,432,38,412,20,240
JAMMU & KASHMIR,JAMMU,5503,426,2679,2824,2801
JAMMU & KASHMIR,KARGIL,63,2,55,8,61
JAMMU & KASHMIR,KATHUA,664,223,477,187,635
JAMMU & KASHMIR,KISHTWAR,119,8,115,4,89
JAMMU & KASHMIR,KULGAM,657,292,550,107,530
JAMMU & KASHMIR,KUPWARA,597,74,554,43,473
JAMMU & KASHMIR,LEH,86,14,74,12,146
JAMMU & KASHMIR,POONCH,518,521,510,8,301
JAMMU & KASHMIR,PULWAMA,1130,555,991,139,610
JAMMU & KASHMIR,RAILWAYS,111,0,107,4,2
JAMMU & KASHMIR,RAILWAYS JAMMU,6,0,5,1,0
JAMMU & KASHMIR,RAILWAYS KASHMIR,18,0,18,0,1
JAMMU & KASHMIR,RAILWAYS KATRA,2,0,2,0,0
JAMMU & KASHMIR,RAILWAYS KMR,0,0,0,0,1
JAMMU & KASHMIR,RAJOURI,663,359,583,80,604
JAMMU & KASHMIR,RAMBAN,401,103,334,67,274
JAMMU & KASHMIR,REASI,326,40,294,32,198
JAMMU & KASHMIR,SAMBA,213,18,142,71,143
JAMMU & KASHMIR,SHOPIAN,503,14,456,47,154
JAMMU & KASHMIR,SOPORE,424,3,387,37,219
JAMMU & KASHMIR,SRINAGAR,5333,261,2134,3199,3383
JAMMU & KASHMIR,UDHAMPUR,796,118,655,141,681
JHARKHAND,BOKARO,6705,1360,5307,1398,1364
JHARKHAND,CHAIBASA,1485,425,1182,303,309
JHARKHAND,CHATRA,1039,166,873,166,266
JHARKHAND,DEOGHAR,2304,2631,1767,537,1163
JHARKHAND,DHANBAD,8948,2979,6109,2839,2186
JHARKHAND,DHANBAD RLY.,1940,2,1824,116,60
JHARKHAND,DUMKA,2027,2338,1591,436,690
JHARKHAND,GARHWA,891,2712,781,110,421
JHARKHAND,GIRIDIH,3310,1060,2761,549,1140
JHARKHAND,GODDA,1560,1849,1417,143,588
JHARKHAND,GUMLA,967,479,666,301,292
JHARKHAND,HAZARIBAGH,5381,2779,4114,1267,1314
JHARKHAND,JAMSHEDPUR,9364,4973,6064,3300,1679
JHARKHAND,JAMSHEDPUR RLY.,1596,76,1478,118,71
JHARKHAND,JAMTARA,911,1059,771,140,306
JHARKHAND,KHUNTI,242,120,199,43,26
JHARKHAND,KODERMA,1114,1116,844,270,233
JHARKHAND,LATEHAR,734,442,647,87,209
JHARKHAND,LOHARDAGGA,740,524,590,150,212
JHARKHAND,PAKUR,881,1393,712,169,170
JHARKHAND,PALAMU,1825,4385,1460,365,992
JHARKHAND,RAMGARH,1503,636,1122,381,171
JHARKHAND,RANCHI,12276,4364,7706,4570,1963
JHARKHAND,SAHEBGANJ,1183,1207,1004,179,320
JHARKHAND,SARAIKELA,1953,819,1479,474,401
JHARKHAND,SIMDEGA,443,343,354,89,134
Jammu & Kashmir,ANANTNAG,71,3,56,15,88
Jammu & Kashmir,AWANTIPORA,12,0,11,1,18
Jammu & Kashmir,BANDIPORA,33,0,32,1,30
Jammu & Kashmir,BARAMULLA,97,8,77,20,75
Jammu & Kashmir,BUDGAM,110,0,97,13,85
Jammu & Kashmir,CRIME JAMMU,0,0,0,0,0
Jammu & Kashmir,CRIME SRINAGAR,0,0,0,0,0
Jammu & Kashmir,DODA,49,11,48,1,46
Jammu & Kashmir,GANDERBAL,42,1,38,4,35
Jammu & Kashmir,HANDWARA,55,4,55,0,14
Jammu & Kashmir,JAMMU,398,11,179,219,312
Jammu & Kashmir,KARGIL,4,0,4,0,4
Jammu & Kashmir,KATHUA,73,11,44,29,67
Jammu & Kashmir,KISHTWAR,10,0,10,0,14
Jammu & Kashmir,KULGAM,47,74,40,7,31
Jammu & Kashmir,KUPWARA,76,2,75,1,29
Jammu & Kashmir,LEH,8,0,8,0,9
Jammu & Kashmir,POONCH,22,66,20,2,32
Jammu & Kashmir,PULWAMA,20,64,19,1,11
Jammu & Kashmir,RAILWAYS JAMMU,2,0,2,0,0
Jammu & Kashmir,RAILWAYS KASHMIR,2,0,0,2,0
Jammu & Kashmir,RAILWAYS KATRA,0,0,0,0,0
Jammu & Kashmir,RAJOURI,61,23,44,17,55
Jammu & Kashmir,RAMBAN,34,10,23,11,20
Jammu & Kashmir,REASI,27,10,23,4,24
Jammu & Kashmir,SAMBA,28,5,16,12,29
Jammu & Kashmir,SHOPIAN,81,0,79,2,13
Jammu & Kashmir,SOPORE,113,2,110,3,71
Jammu & Kashmir,SRINAGAR,333,16,127,206,232
Jammu & Kashmir,UDHAMPUR,54,3,42,12,43
Jharkhand,BOKARO,736,0,517,219,159
Jharkhand,CHAIBASA,186,123,149,37,7
Jharkhand,CHATRA,114,25,82,32,30
Jharkhand,DEOGHAR,306,421,197,109,102
Jharkhand,DHANBAD,947,236,542,405,194
Jharkhand,DHANBAD RLY.,263,0,244,19,1
Jharkhand,DUMKA,226,298,166,60,60
Jharkhand,GARHWA,40,722,2,38,42
Jharkhand,GIRIDIH,336,504,250,86,86
Jharkhand,GODDA,144,0,98,46,31
Jharkhand,GUMLA,86,198,60,26,14
Jharkhand,HAZARIBAGH,336,180,202,134,75
Jharkhand,JAMSHEDPUR,922,925,552,370,153
Jharkhand,JAMSHEDPUR RLY.,146,0,127,19,5
Jharkhand,JAMTARA,110,28,74,36,11
Jharkhand,KHUNTI,34,35,20,14,5
Jharkhand,KODERMA,130,263,92,38,23
Jharkhand,LATEHAR,106,45,94,12,7
Jharkhand,LOHARDAGGA,61,0,35,26,10
Jharkhand,PAKUR,107,110,81,26,11
Jharkhand,PALAMU,230,511,163,67,84
Jharkhand,RAMGARH,217,257,150,67,21
Jharkhand,RANCHI,703,354,502,201,119
Jharkhand,SAHEBGANJ,113,603,75,38,36
Jharkhand,SARAIKELA,183,87,125,58,40
Jharkhand,SIMDEGA,57,47,45,12,13
KARNATAKA,BAGALKOT,1561,3398,968,593,983
KARNATAKA,BANGALORE COMMR.,105434,37973,53318,52116,19968
KARNATAKA,BANGALORE RURAL,9055,10804,6099,2956,4268
KARNATAKA,BELGAUM,5130,11119,2803,2327,2948
KARNATAKA,BELLARY,3519,6220,2039,1480,1811
KARNATAKA,BIDAR,2313,11718,1707,606,1802
KARNATAKA,BIJAPUR,1739,7409,1068,671,1518
KARNATAKA,CBPURA,1329,1856,935,394,620
KARNATAKA,CHAMARAJNAGAR,1495,5348,1192,303,810
KARNATAKA,CHICKMAGALUR,2507,9579,1867,640,1832
KARNATAKA,CHITRADURGA,2749,9739,1837,912,1454
KARNATAKA,DAKSHIN KANNADA,2768,5393,1421,1347,2343
KARNATAKA,DAVANAGERE,3296,6103,2172,1124,1949
KARNATAKA,DHARWAD COMMR.,3647,2179,1774,1873,1596
KARNATAKA,DHARWAD RURAL,668,1762,579,89,371
KARNATAKA,GADAG,822,1923,517,305,627
KARNATAKA,GULBARGA,3444,13278,2172,1272,2558
KARNATAKA,HASSAN,4009,15135,2471,1538,2747
KARNATAKA,HAVERI,1358,3363,909,449,905
KARNATAKA,K.G.F.,1259,2930,942,317,780
KARNATAKA,KODAGU,1132,5979,934,198,1352
KARNATAKA,KOLAR,3503,6032,2461,1042,1453
KARNATAKA,KOPPAL,1124,2440,720,404,931
KARNATAKA,MANDYA,4496,12973,2865,1631,2710
KARNATAKA,MANGALORE CITY,471,410,206,265,247
KARNATAKA,MYSORE COMMR.,6727,3617,2847,3880,1836
KARNATAKA,MYSORE RURAL,3007,10660,2350,657,2174
KARNATAKA,RAICHUR,1575,6592,1002,573,1234
KARNATAKA,RAILWAYS,5333,205,5230,103,35
KARNATAKA,RAMANAGAR,2382,2980,1251,1131,1214
KARNATAKA,SHIMOGA,3982,12751,2364,1618,2521
KARNATAKA,TUMKUR,5543,10624,3843,1700,3029
KARNATAKA,UDUPI,1397,3512,860,537,1533
KARNATAKA,UTTAR KANNADA,982,4345,678,304,974
KARNATAKA,YADGIRI,204,983,115,89,165
KERALA,ALAPUZHA,3049,15835,1837,1212,2405
KERALA,CBCID,45,19,22,23,47
KERALA,ERNAKULAM,2423,3509,1813,610,1241
KERALA,ERNAKULAM COMMR.,3572,4836,2406,1166,1689
KERALA,ERNAKULAM RURAL,3500,9241,2418,1082,2172
KERALA,IDUKKI,2405,16106,1991,414,2000
KERALA,KANNUR,2424,13662,1438,986,2687
KERALA,KASARGOD,1831,9271,936,895,1750
KERALA,KOLLAM,4035,22084,2437,1598,3284
KERALA,KOLLAM COMMR.,439,2148,251,188,237
KERALA,KOLLAM RURAL,329,2909,254,75,267
KERALA,KOTTAYAM,4085,20453,2964,1121,3594
KERALA,KOZHIKODE,997,2184,614,383,927
KERALA,KOZHIKODE COMMR.,3073,5419,1545,1528,2248
KERALA,KOZHIKODE RURAL,1959,9826,1145,814,1757
KERALA,MALAPPURAM,4398,10480,2444,1954,3618
KERALA,PALAKKAD,3157,14881,2004,1153,2883
KERALA,PATHANAMTHITTA,2042,12603,1344,698,1883
KERALA,RAILWAYS,2240,265,2230,10,24
KERALA,THRISSUR,4345,12523,2748,1597,2752
KERALA,THRISSUR COMMR.,308,699,196,112,130
KERALA,THRISSUR RURAL,453,1726,344,109,316
KERALA,TRIVANDRUM,1489,4986,962,527,1314
KERALA,TRIVANDRUM COMMR.,4583,9030,2935,1648,2409
KERALA,TRIVANDRUM RURAL,3735,19441,2496,1239,3480
KERALA,WAYANADU,1437,8315,1113,324,1257
Karnataka,BAGALKOT,197,231,84,113,147
Karnataka,BANGALORE COMMR.,10643,3132,5287,5356,1404
Karnataka,BANGALORE RURAL,596,562,291,305,311
Karnataka,BELGAUM,472,775,204,268,310
Karnataka,BELLARY,351,414,146,205,177
Karnataka,BIDAR,171,941,96,75,107
Karnataka,BIJAPUR,145,383,61,84,118
Karnataka,CBPURA,211,472,119,92,76
Karnataka,CHAMARAJNAGAR,137,515,79,58,54
Karnataka,CHICKMAGALUR,162,577,87,75,106
Karnataka,CHITRADURGA,213,782,115,98,130
Karnataka,DAKSHIN KANNADA,100,292,67,33,109
Karnataka,DAVANAGERE,397,641,198,199,180
Karnataka,DHARWAD COMMR.,393,221,192,201,184
Karnataka,DHARWAD RURAL,54,146,36,18,38
Karnataka,GADAG,75,130,36,39,39
Karnataka,GULBARGA,274,781,145,129,195
Karnataka,HASSAN,415,1275,188,227,224
